user_age_group,user_id,attempt_date,gender,smt_rank,smt_avg_spd,smt_finish_seconds,smt_name,user_weight_category,act_title,act_avg_spd,act_max_spd,act_total_km,act_moving_seconds,act_total_seconds,has_hr_data
25 to 34,400,2017-07-26,male,147,29.0,588,King Street side,85 to 95 kg,Evening Ride,23.8,34.9,15.16,2295,2295,0
25 to 34,1058,2019-11-15,male,148,28.8,591,King Street side,,Hamra to Batterjee College,26.5,43.2,75.53,10273,10273,0
25 to 34,251,2017-04-10,male,149,28.8,592,King Street side,115 kg and over,Evening Ride,24.7,47.2,24.84,3615,3615,0
25 to 34,327,2020-02-21,male,149,28.8,592,King Street side,54 kg and under,Morning Ride,27.8,50.8,47.14,6105,6105,0
25 to 34,312,2019-10-09,male,151,28.6,595,King Street side,54 kg and under,Evening Ride,24.8,44.6,22.67,3296,3296,0
25 to 34,300,2018-05-11,male,152,28.3,601,King Street side,54 kg and under,Afternoon Ride,21.6,43.6,53.44,8910,8910,0
25 to 34,452,2018-07-03,male,153,28.2,603,King Street side,75 to 84 kg,Night Ride,22.2,41.4,49.79,8071,8071,0
25 to 34,286,2018-11-28,male,153,28.2,603,King Street side,54 kg and under,Evening Ride,26.2,44.6,49.59,6807,6807,0
25 to 34,412,2020-03-10,male,153,28.2,603,King Street side,54 kg and under,Night Ride,26.8,42.5,30.55,4107,4107,0
25 to 34,1178,2019-08-21,male,156,28.1,605,King Street side,85 to 95 kg,Evening Ride,30.1,63.7,61.02,7291,7291,1
25 to 34,457,2016-07-30,male,157,28.1,606,King Street side,85 to 95 kg,Evening Ride,23.7,45.4,34.41,5231,5231,0
25 to 34,1179,2019-10-04,male,157,28.1,606,King Street side,75 to 84 kg,Morning Ride,26.0,45.4,36.85,5096,5096,1
25 to 34,1180,2019-10-04,male,159,28.0,608,King Street side,75 to 84 kg,Morning Ride,26.2,41.8,37.44,5153,5153,1
25 to 34,303,2019-01-09,male,160,28.0,609,King Street side,54 kg and under,احلى تمرين fire fire fire ,25.6,43.6,51.65,7256,7256,0
25 to 34,544,2018-11-10,male,161,27.9,611,King Street side,54 kg and under,Morning Ride,24.3,33.5,41.56,6162,6162,0
25 to 34,1181,2015-10-03,male,162,27.6,617,King Street side,65 to 74 kg,Evening Ride,21.3,42.5,60.34,10185,10185,0
25 to 34,149,2019-07-08,male,163,27.4,622,King Street side,54 kg and under,Evening Ride,22.1,44.3,44.83,7308,7308,0
25 to 34,678,2017-08-07,male,164,27.3,624,King Street side,85 to 95 kg,تمرين مع دراج جدة ,23.4,37.4,43.89,6746,6746,1
25 to 34,1182,2017-11-13,male,165,27.2,625,King Street side,105 kg to 114 kg,Evening Ride,25.7,39.6,36.12,5062,5062,0
25 to 34,337,2019-05-15,male,165,27.2,625,King Street side,65 to 74 kg,Night Ride,26.9,44.3,46.84,6258,6258,0
25 to 34,335,2017-01-13,male,167,27.1,628,King Street side,95 kg to 104 kg,الجمعة الصباح اول تمرين للجوهره,24.3,37.1,53.51,7915,7915,0
25 to 34,1183,2019-08-14,male,167,27.1,628,King Street side,55 to 64 kg,Afternoon Ride,24.8,52.2,89.95,13060,13060,0
25 to 34,1138,2017-04-20,male,169,27.1,629,King Street side,75 to 84 kg,Afternoon Ride,28.7,38.9,38.21,4786,4786,0
25 to 34,489,2016-12-31,male,170,27.0,630,King Street side,115 kg and over,الحمد لله.. زمان ما تخطينا حاجز ال(30) كيلو ,23.0,40.7,34.41,5384,5384,0
25 to 34,269,2017-01-13,male,170,27.0,630,King Street side,95 kg to 104 kg,Morning Ride,20.3,35.6,90.76,16121,16121,0
25 to 34,311,2019-10-23,male,170,27.0,630,King Street side,75 to 84 kg,Evening Ride,25.4,40.7,52.53,7440,7440,1
25 to 34,1184,2016-10-14,male,173,27.0,631,King Street side,75 to 84 kg,تمرين جداوي صباحي ,23.9,34.6,66.55,10035,10035,0
25 to 34,273,2018-10-10,male,174,26.9,632,King Street side,85 to 95 kg,Evening Ride,21.9,34.6,58.67,9637,9637,0
25 to 34,351,2019-11-13,male,175,26.9,634,King Street side,65 to 74 kg,54 KM flexed biceps ,20.6,37.8,54.04,9432,9432,0
25 to 34,1078,2019-06-29,male,176,26.8,635,King Street side,65 to 74 kg,Morning Ride,24.9,37.4,35.2,5088,5088,1
25 to 34,406,2018-09-26,male,177,26.7,637,King Street side,54 kg and under,Evening Ride,25.0,42.1,50.7,7307,7307,0
25 to 34,402,2018-09-26,male,177,26.7,637,King Street side,,Evening Ride,24.7,47.5,53.44,7804,7804,0
25 to 34,360,2018-10-19,male,179,26.7,638,King Street side,75 to 84 kg,Morning Ride,23.7,38.2,48.84,7412,7412,0
25 to 34,1136,2017-11-11,male,180,26.5,642,King Street side,65 to 74 kg,Morning Ride,28.0,43.6,63.85,8196,8196,1
25 to 34,345,2018-03-05,male,181,26.5,643,King Street side,75 to 84 kg,Evening Ride,25.2,37.8,51.65,7365,7365,0
25 to 34,348,2018-03-26,male,181,26.5,643,King Street side,105 kg to 114 kg,Evening Ride,25.5,56.5,52.29,7389,7389,0
25 to 34,78,2019-10-18,male,183,26.4,644,King Street side,75 to 84 kg,Afternoon Ride,23.4,37.8,41.4,6378,6378,0
25 to 34,370,2019-10-02,male,184,26.3,647,King Street side,54 kg and under,وحوووش،،، man biking: light skin tone man biking: light skin tone smiling face with heart-eyes red heart fire fire ,25.2,40.0,47.72,6823,6823,0
25 to 34,213,2018-12-21,male,185,26.3,648,King Street side,54 kg and under,Morning Ride,26.7,36.0,51.01,6867,6867,1
25 to 34,280,2017-10-02,male,186,26.2,649,King Street side,85 to 95 kg,Evening Ride,23.2,35.6,29.77,4619,4619,0
25 to 34,182,2019-10-25,male,186,26.2,649,King Street side,75 to 84 kg,JC|training|Ride,23.9,38.2,80.21,12101,12101,1
25 to 34,1185,2019-07-15,male,188,26.1,651,King Street side,85 to 95 kg,Morning Ride,23.4,37.8,28.74,4418,4418,0
25 to 34,431,2020-01-13,male,188,26.1,651,King Street side,75 to 84 kg,JEDDAH ride,25.2,74.9,49.43,7071,7071,0
25 to 34,403,2019-12-23,male,190,26.1,652,King Street side,54 kg and under,Evening Ride,21.5,37.8,44.53,7464,7464,0
25 to 34,391,2018-02-19,male,191,26.0,655,King Street side,85 to 95 kg,Evening Ride,25.0,42.5,52.68,7583,7583,1
25 to 34,265,2015-12-16,male,192,25.8,659,King Street side,105 kg to 114 kg,Hc ride ,20.9,39.2,36.55,6303,6303,0
25 to 34,455,2018-04-16,male,192,25.8,659,King Street side,54 kg and under,Evening Ride,23.1,49.7,51.38,8020,8020,0
25 to 34,435,2018-10-15,male,194,25.6,665,King Street side,54 kg and under,Night Ride,25.2,44.3,40.51,5777,5777,0
25 to 34,346,2018-10-15,male,195,25.5,667,King Street side,105 kg to 114 kg,Evening Ride,23.5,40.3,53.75,8219,8219,0
25 to 34,1137,2019-09-27,male,196,25.5,668,King Street side,85 to 95 kg,Morning Ride,24.1,33.8,22.71,3399,3399,1
25 to 34,1186,2017-08-11,male,197,25.3,672,King Street side,65 to 74 kg,Morning Ride,23.1,41.0,46.63,7256,7256,0
25 to 34,469,2019-04-06,male,198,25.3,674,King Street side,85 to 95 kg,Morning Ride,23.5,36.0,33.86,5199,5199,0
25 to 34,373,2019-04-29,male,199,25.1,677,King Street side,54 kg and under,Evening Ride,24.6,34.9,43.61,6374,6374,0
25 to 34,1187,2017-07-27,male,200,25.1,678,King Street side,55 to 64 kg,Morning Ride,23.2,34.6,41.45,6428,6428,0
25 to 34,409,2020-02-24,male,200,25.1,678,King Street side,54 kg and under,Evening Ride,24.3,48.2,50.01,7420,7420,0
25 to 34,205,2017-12-11,male,202,25.1,679,King Street side,115 kg and over,Evening Ride,22.9,33.1,38.05,5976,5976,0
25 to 34,1188,2017-11-27,male,202,25.1,679,King Street side,85 to 95 kg,Evening Ride,0.1,34.9,30.3,2110063,2110063,0
25 to 34,309,2014-11-24,male,204,25.0,680,King Street side,75 to 84 kg,جوله 70 km ,24.5,47.2,71.72,10521,10521,0
25 to 34,422,2018-04-09,male,205,24.9,684,King Street side,54 kg and under,Evening Ride,22.9,43.2,52.75,8307,8307,0
25 to 34,1065,2018-12-17,male,205,24.9,684,King Street side,95 kg to 104 kg,A Ride with Jeddah Cycliest,23.7,40.3,50.69,7697,7697,0
25 to 34,339,2019-02-08,male,207,24.7,690,King Street side,54 kg and under, flexed biceps: light skin tone 8FEB,22.7,43.2,51.24,8130,8130,0
25 to 34,328,2015-05-01,male,208,24.6,691,King Street side,85 to 95 kg,Morning Ride Friday windy sunny,25.8,43.6,58.98,8221,8221,0
25 to 34,388,2019-07-24,male,209,24.5,694,King Street side,,Team 25,20.7,38.9,58.33,10155,10155,0
25 to 34,451,2018-05-09,male,210,24.5,695,King Street side,75 to 84 kg,مجدولة مجموعة جدة سايكلست على دراجة هجين man biking: medium skin tone smiling face with heart-eyes fire ,24.7,42.5,47.69,6956,6956,1
25 to 34,1144,2017-10-20,male,211,24.5,696,King Street side,65 to 74 kg,Camel Obhur Ride,22.2,34.6,72.67,11782,11782,0
25 to 34,434,2017-11-15,male,212,24.4,697,King Street side,85 to 95 kg,Evening Ride,23.4,43.2,48.23,7419,7419,0
25 to 34,410,2018-04-02,male,213,24.4,699,King Street side,54 kg and under,تمرين جده سايكلت نقص وزنك sign of the horns ,21.7,42.5,52.97,8788,8788,0
25 to 34,405,2018-02-07,male,214,24.3,700,King Street side,75 to 84 kg,Evening Ride,26.7,92.9,38.23,5152,5152,0
25 to 34,415,2019-01-18,male,215,24.2,702,King Street side,85 to 95 kg,تحدي ال ١٠٠ كيلووو .... ,23.4,75.2,102.79,15837,15837,0
25 to 34,395,2017-09-03,male,216,24.1,705,King Street side,85 to 95 kg,Evening Ride,20.8,36.7,18.47,3195,3195,1
25 to 34,418,2018-10-08,male,216,24.1,705,King Street side,65 to 74 kg,Evening Ride,23.4,34.9,43.98,6768,6768,0
25 to 34,392,2019-07-24,male,216,24.1,705,King Street side,54 kg and under,Evening Ride,21.1,33.8,34.89,5945,5945,0
25 to 34,230,2015-05-10,male,219,24.0,710,King Street side,65 to 74 kg,Afternoon Ride,23.1,37.1,45.24,7044,7044,0
25 to 34,236,2015-04-03,male,219,24.0,710,King Street side,54 kg and under,Morning Ride,20.7,52.9,47.69,8298,8298,0
25 to 34,474,2018-04-25,male,219,24.0,710,King Street side,75 to 84 kg,Evening Ride,20.7,39.6,46.51,8104,8104,0
25 to 34,426,2019-03-04,male,219,24.0,710,King Street side,54 kg and under,Evening Ride,23.5,36.0,45.7,7006,7006,0
25 to 34,390,2016-10-19,male,223,23.8,716,King Street side,55 to 64 kg,Night Rideتمرين جدآ بطططل في جدة,26.0,41.0,50.47,6980,6980,0
25 to 34,1069,2019-11-20,male,223,23.8,716,King Street side,54 kg and under,Evening Ride,22.5,54.0,50.02,7991,7991,0
25 to 34,501,2017-05-19,male,225,23.6,720,King Street side,115 kg and over,اللهم بلغنا رمضان واعنا على الصيام والقيام وتلاوة القرآن ,22.3,38.5,41.04,6632,6632,0
25 to 34,509,2019-05-24,male,226,23.5,725,King Street side,54 kg and under,58Km around jeddah,24.0,36.7,58.47,8762,8762,0
25 to 34,288,2019-03-01,male,227,23.4,727,King Street side,54 kg and under,Morning Ride,24.2,39.2,51.76,7709,7709,0
25 to 34,284,2018-12-03,male,228,23.4,729,King Street side,54 kg and under,Evening Ride,20.0,43.9,76.51,13747,13747,0
